,nom,adresse,siren
4154,BEAUTE CONCEPT,85 RUE LAVOISIER 38330 MONTBONNOT-SAINT-MARTIN,504575705
4155,BCBG MAX AZRIA GROUP (BCBG MAX AZRIA),6 RUE DE SAULT 38000 GRENOBLE,437380306
4156,BCBG MAX AZRIA GROUP (BCBG MAX AZRIA),5 RUE SAINT JACQUES 38000 GRENOBLE,437380306
4157,BCBG MAX AZRIA GROUP (BCBG MAX AZRIA),9 RUE THIERS 38000 GRENOBLE,437380306
4158,MARDI SAS,CTRE COMMERCIAL CASINO 104 BOULEVARD PAUL LANGEVIN 38600 FONTAINE,428922678
4159,GRAP - GROUPEMENT REGIONAL ALIMENTAIRE DE PROXIMITE (GRAP),RUE DU BOURG 38380 MIRIBEL-LES-ECHELLES,790058572
4160,GRAP - GROUPEMENT REGIONAL ALIMENTAIRE DE PROXIMITE (GRAP),21 RUE BOUCHER DE PERTHES 38000 GRENOBLE,790058572
4161,L'EAU VIVE,4 PLACE AUX HERBES 38000 GRENOBLE,950009373
4162,L'EAU VIVE,C C CONTINENT 1 RUE DES ABATTOIRS 38120 SAINT-EGREVE,950009373
4163,L'EAU VIVE,CC CARREFOUR RUE DE NORMANDIE 38130 ECHIROLLES,950009373
4164,L'EAU VIVE,RTE NAPOLEON 4 ROUTE NAPOLEON 38320 BRIE-ET-ANGONNES,950009373
4165,L'EAU VIVE,3 ALLEE DES CENTAUREES 38240 MEYLAN,950009373
4166,L'EAU VIVE,CENTRE COMMERC VIALLEX LOCAL 9 BIS 14 10 RUE DE NORMANDIE 38130 ECHIROLLES,950009373
4167,L'EAU VIVE,ANGLE 8 RUE PAUL BERT 6 CRS LAFONTAINE 38000 GRENOBLE,950009373
4168,L'EAU VIVE,2 RUE DU PALAIS 38000 GRENOBLE,950009373
4169,L'EAU VIVE,24 RUE IRVOY 38000 GRENOBLE,950009373
4170,L'EAU VIVE,15 BOULEVARD DE CHARAVINES 38500 VOIRON,950009373
4171,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,LES ENGENIERES 38360 SASSENAGE,552096281
4172,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,20 RUE JEAN PAIN 38600 FONTAINE,552096281
4173,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,AIR LIQUIDE REGION DAUPHIN RUE DE L'ILE GABOURD 38340 VOREPPE,552096281
4174,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,PLATEFORME CHIMIQUE RUE LAVOISIER 38800 LE PONT-DE-CLAIX,552096281
4175,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,850 MONNET 38920 CROLLES,552096281
4176,BOIRON,13 AVENUE DE VERDUN 38240 MEYLAN,967504697
4177,BOIRON,ZIRST 2 545 AVENUE DE L’EUROPE 38330 MONTBONNOT-SAINT-MARTIN,967504697
4178,CYPATH,3 RUE EUGENE CHAVANT 38400 SAINT-MARTIN-D'HERES,437754427
4179,CYPATH,1 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,437754427
4180,CYPATH,94 RUE DE STALINGRAD 38100 GRENOBLE,437754427
4181,BDO FRANCE (BDO) (BDO),20 RUE FERNAND PELLOUTIER 38130 ECHIROLLES,500492004
4182,BDO FRANCE (BDO) (BDO),IMMEUBLE LE PIXEL 10 B AVENUE DES FTPF 38130 ECHIROLLES,500492004
4183,CENTRE HOSPITALIER VICTOR DUPOUY,1 RUE J J ROUSSEAU 95220 HERBLAY-SUR-SEINE,269501631
4184,BOFROST*FRANCE,AUX POULARDES 38320 EYBENS,418037768
4185,BOFROST*FRANCE,ZI DES ILES 24 RUE ARISTIDE BERGES 38800 LE PONT-DE-CLAIX,418037768
4186,ACTION (CAR'GO),37 AVENUE DU MAQUIS DE L'OISANS 38800 LE PONT-DE-CLAIX,422312041
4187,ACTION (CAR'GO),1 MONTEE GEORGES TORD 38800 LE PONT-DE-CLAIX,422312041
4188,ACTION (CAR'GO),30 AVENUE DU VERCORS 38170 SEYSSINET-PARISET,422312041
4189,ACTION (CAR'GO),1 RUE ANDRE MAGINOT 38000 GRENOBLE,422312041
4190,ACTION (CAR'GO),30 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,422312041
4191,ACTION (CAR'GO),19 18 RUE EMILE GUEYMARD 38000 GRENOBLE,422312041
4192,ACTION (CAR'GO),RUE LAVOISIER 38800 LE PONT-DE-CLAIX,422312041
4193,HOTELPLAN LIMITED,CHALET SARENNE ROUTE D’HUEZ 38750 HUEZ,404897191
4194,HOTELPLAN LIMITED,CHALET PREGENTIL CHEMIN DE LA COUTTE 38750 HUEZ,404897191
4195,HOTELPLAN LIMITED,CHALET PHILIPPE L'ETENDARD ROUTE DU COULET 38750 HUEZ,404897191
4196,HOTELPLAN LIMITED,CHALET DE LA BRECHE CHEMIN DU CHAMONT 38750 HUEZ,404897191
4197,HOTELPLAN LIMITED,CHALET LE VIEUX LOGIS CHEMIN DE LA CHAPELLE 38750 HUEZ,404897191
4198,HOTELPLAN LIMITED,CHALET CHRISTIAN L'ETENDARD ROUTE DU COULET 38750 HUEZ,404897191
4199,HOTELPLAN LIMITED,CHALET ANNALISE L'ETENDARD ROUTE DU COULET 38750 HUEZ,404897191
4200,HOTELPLAN LIMITED,HOTEL CIMES 326 ROUTE DE LA POSTE 38750 HUEZ,404897191
4201,HOTELPLAN LIMITED,LE MARIANDRE ALPE D'HUEZ 38750 HUEZ,404897191
4202,HOTELPLAN LIMITED,325 AVENUE DE BRANDES 38750 HUEZ,404897191
4203,COMPTOIR GENERAL POUR LA FERMETURE (COGEFERM),3 RUE DE LA PREVACHERE 38400 SAINT-MARTIN-D'HERES,313350613
4204,CAISSE NATIONALE DES ALLOCATIONS FAMILIALES (CNAF),CAF DE L'ISERE 3 RUE DES ALLIES 38100 GRENOBLE,180035065
4205,HYLTON,POLE COMMERCIAL NEYRPIC 9 AVENUE BENOIT FRACHON 38400 SAINT-MARTIN-D'HERES,325192078
4206,SOCIETE D EXPLOITATION HOTELIERE ECONOMIQUE EXHOTEL (EXHOTEL),QUARTIER DE LA MAYENCIN RUE DE LA CONDAMINE 38610 GIERES,311362313
4207,EPC FRANCE (ALPHAROC - EPC FRANCE EXPLOSIF - EPC FRANCE SOLUTIONS),4 RUE SAINT MARTIN 38450 VIF,722049129
4208,EPC FRANCE (ALPHAROC - EPC FRANCE EXPLOSIF - EPC FRANCE SOLUTIONS),RTE DE GRENOBLE 38450 VIF,722049129
4209,SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (PEUGEOT BERNARD) (SICMA),237 CRS LIBERATION - GEN DE GAULLE 38000 GRENOBLE,756200135
4210,SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (PEUGEOT BERNARD) (SICMA),N° 53 55 57 ET 57 BIS 51 ROUTE DE LYON 38000 GRENOBLE,756200135
4211,SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (PEUGEOT BERNARD) (SICMA),30 AVENUE GABRIEL PERI 38400 SAINT-MARTIN-D'HERES,756200135
4212,SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (PEUGEOT BERNARD) (SICMA),37 BOULEVARD PAUL LANGEVIN 38600 FONTAINE,756200135
4213,ASSOCIATION TERRITORIALE LES PEP GRAND OISE (PEP 60) (LES PEP GRAND OISE),HAM DES TOURTRES 26420 SAINT-MARTIN-EN-VERCORS,775628084
4214,LES PAPILLONS BLANCS BOURGOGNE DU SUD,LE REPLAT 71250 BERGESSERIN,775650856
4215,ALSATIA,50 GRAND PLACE 38100 GRENOBLE,319523544
4216,LOXAM POWER (LOXAM POWER),ZI DES ESTROUBLANS 5 ZI PREMIERE AVENUE 13127 VITROLLES,366500585
4217,MAJENCIA (MAJENCIA),CENTRE D'AFFAIRES BURO CLU 29 BOULEVARD DES ALPES 38240 MEYLAN,353311525
4218,COMPUTACENTER FRANCE,PARC SUD GALAXIE RUE DU SEXTANT 38130 ECHIROLLES,388734568
4219,COMPUTACENTER FRANCE,CENTRE D'AFFAIRES LE CONCORDE 24 RUE LAMARTINE 38320 EYBENS,388734568
4220,COMPUTACENTER FRANCE,ZI DES PLANS 6 RUE DE L'ARCELLE 38600 FONTAINE,388734568
4221,ISOR EXPLOITATION,9 CHEMIN DU VIEUX CHENE 38240 MEYLAN,844841403
4222,ACOR EXPERTISES CONSTRUCTION (ACOR EXPERTISES CONSTRUCTION),PARC WORK CENTER BAT E 8 ROUTE DES BOIS 38500 VOIRON,538570946
4223,SUD-EST ASSURANCES,19 RUE DES BERGERS 38000 GRENOBLE,498596352
4224,SUD-EST ASSURANCES,24 AVENUE JULES RAVAT 38500 VOIRON,498596352
4225,SUD-EST ASSURANCES,1 PLACE DOCTEUR LEON MARTIN 38000 GRENOBLE,498596352
4226,SUD-EST ASSURANCES,26 RUE JEAN JAURES 38220 VIZILLE,498596352
4227,INTS FRANCE,CENTRE COMMERCIALE GRAND PLACE 38130 ECHIROLLES,491498291
4228,INTS FRANCE,CENTRE COMMERCIALE GRAND'PLACE AV MARIE REYNOARD 38130 ECHIROLLES,491498291
4229,CATIMINI,8 PLACE VICTOR HUGO 38000 GRENOBLE,824296990
4230,SYSTEME DE SECURITE INCENDIE SERVICE (SSI SERVICE) (SSI SERVICE),ZI LES BLANCHISSERIES RUE JOSEPH-MARIE JACQUARD 38500 VOIRON,073502981
4231,SYSTEME DE SECURITE INCENDIE SERVICE (SSI SERVICE) (SSI SERVICE),ZI DES BLANCHISSERIES RUE DE TAILLE 38500 VOIRON,073502981
4232,COMITE ACTIVITES SOCIALES INTER ENTREPRISE (CASI CHAMBERY),BIBLIOTHEQUE 1 PLACE DE LA GARE 38000 GRENOBLE,852152453
4233,COMITE ACTIVITES SOCIALES INTER ENTREPRISE (CASI CHAMBERY),BLMA 84 AVENUE DES MARTYRS 38000 GRENOBLE,852152453
4234,FOOTBALL ECOLOGIE FRANCE,CHEZ BOUCHET BARILLAT 4 PLACE DES JACOBINS 38130 ECHIROLLES,877760504
4235,MILONGA,12 RUE DES MONTAGNES DE LANS 38130 ECHIROLLES,429936487
4236,LA MAISON DE L'ETANCHEUR,Z.I.SUD 13 RUE DU PRE BLANCHET 38400 SAINT-MARTIN-D'HERES,448506287
4237,ARTELIA INDUSTRIE,LIEU DIT LES GRANGES ECHIROLLES 6 RUE DE LORRAINE 38130 ECHIROLLES,306100421
4238,ARTELIA INDUSTRIE,ECHIROLLES 4 RUE GERMAINE VEYRET-VERNER 38130 ECHIROLLES,306100421
4239,LOCAM - LOCATION AUTOMOBILES ET MATERIEL (LOCAM) (LOCAM),7 RUE CHARLES PEGUY 38100 GRENOBLE,310880315
4240,LOCAM - LOCATION AUTOMOBILES ET MATERIEL (LOCAM) (LOCAM),36 C RUE DES VINGT TOISES 38950 SAINT-MARTIN-LE-VINOUX,310880315
4241,LOCAM - LOCATION AUTOMOBILES ET MATERIEL (LOCAM) (LOCAM),IMMEUBLE LE PHARE 1 RUE CONRAD KILLIAN 38950 SAINT-MARTIN-LE-VINOUX,310880315
4242,RISO FRANCE SA,45 47 CHEMIN DU VIEUX CHENE 38240 MEYLAN,351322722
4243,RISO FRANCE SA,ZA DE L'ILE GABOURG 180 CHEMIN DES MARINIERS 38340 VOREPPE,351322722
4244,ALTEMA EST (ALTEMA),27 RUE DU BEAL 38400 SAINT-MARTIN-D'HERES,305025918
4245,ALTEMA EST (ALTEMA),ECHIROLLES 30 AVENUE DE GRUGLIASCO 38130 ECHIROLLES,305025918
4246,ACTIVIUM,116 COURS JEAN JAURES 38000 GRENOBLE,804975472
4247,LOXXIA BAIL,24 AVENUE FELIX VIALLET 38000 GRENOBLE,718206998
4248,ASS CROIX BLEUE ARMENIENS DE FRANCE,SECTION ANI 40 AVENUE AMBROISE CROIZAT 38400 SAINT-MARTIN-D'HERES,403321862
4249,UNOFI PATRIMOINE,70 RUE DES ALLIES 38100 GRENOBLE,378566533
4250,UNOFI PATRIMOINE,IMMEUBLE LE DOYEN 22 AVENUE DOYEN LOUIS WEIL 38000 GRENOBLE,378566533
4251,UNOFI PATRIMOINE,IMMEUBLE Y SPOT PARTNER 5 PLACE NELSON MANDELA 38000 GRENOBLE,378566533
4252,CERFRANCE DAUPHINE PROVENCE,40 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,388577660
4253,CERFRANCE DAUPHINE PROVENCE,S3I 5 RUE DU MARECHAL LECLERC 38130 ECHIROLLES,388577660
4254,CERFRANCE DAUPHINE PROVENCE,12 IMPASSE DE LORRAINE 38130 ECHIROLLES,388577660
4255,CERFRANCE DAUPHINE PROVENCE,122 RUE DU ROCHER DE LORZIER 38430 MOIRANS,388577660
4256,BNP PARIBAS LEASE GROUP (BPLG),2 PLACE PASTEUR 38000 GRENOBLE,632017513
4257,BNP PARIBAS LEASE GROUP (BPLG),3 RUE DES VINGT TOISES 38950 SAINT-MARTIN-LE-VINOUX,632017513
4258,BNP PARIBAS LEASE GROUP (BPLG),3 BOULEVARD DES DIABLES BLEUS 38000 GRENOBLE,632017513
4259,BNP PARIBAS LEASE GROUP (BPLG),LE CAPITOL II 50 RUE DES VINGT TOISES 38950 SAINT-MARTIN-LE-VINOUX,632017513
4260,UNAIDE (UNAIDE),14 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,832293153
4261,ASS NAT ACT SOCIA PERSO POLIC NAT MINIST (ANAS),ANAS 05H LES MARGAINS 38660 PLATEAU-DES-PETITES-ROCHES,307032623
4262,KPMG ADVISORY,51 CHEMIN DE LA TAILLAT 38240 MEYLAN,903526168
4263,PARC SOLAIRE EV8,10 RUE AIME BOUCHAYER 38170 SEYSSINET-PARISET,519642268
4264,PARC SOLAIRE EV8,BAT 2 10 RUE AIME BOUCHAYER 38170 SEYSSINET-PARISET,519642268
4265,PV ROOF KEEPER,L'ENTREPOT BRICO ZAC PORTE GRESIVAUDAN 27 RUE CHARLES DARWIN 38400 SAINT-MARTIN-D'HERES,498327881
4266,ENERGIES PURES (ENERGIES PURES),205 ROUTE DES ETANGS 38210 VOUREY,505103721
4267,SOROFI (SOROFI / PROADIS / EYCHENNE / EUROPE 2000),7- 9 RUE EVARISTE GALOIS 38320 EYBENS,390461440
4268,EDF RENOUVELABLES FRANCE,L'ENTREPROT DU BRICOLAGE. ZAC PORTE DU GRESIVAUDAN 38400 SAINT MARTIN D'HERES,434689915
4269,BOCCARD FRANCE,AVENUE PASTEUR 38220 VIZILLE,956501258
4270,BOCCARD FRANCE,CHEZ ENICHEM ELASTOMERES LES ILES 38800 CHAMPAGNIER,956501258
4271,GOFAR,11 RUE DES TERREAUX 38500 VOIRON,951449966
4272,DECITRE,11 RUE SAINT JACQUES 38000 GRENOBLE,956513147
4273,DECITRE,9 ET 11 9 GRANDE RUE 38000 GRENOBLE,956513147
4274,DECITRE,3 B RUE LAFAYETTE 38000 GRENOBLE,956513147
4275,DECITRE,5 RUE DE LA REPUBLIQUE 38000 GRENOBLE,956513147
4276,DECITRE,8 ET 14 PLACE GRENETTE 3 RUE BRESSIEUX 38000 GRENOBLE,956513147
4277,APAVE DIAGNOSTICS,16 AVENUE DE GRUGLIASCO 38130 ECHIROLLES,483336319
4278,XPO LOGISTICS RHONE-ALPES FRANCE (XPO RHONE-ALPES FR),ZI DU DAMEYNON RUE DES BOURELLES 38420 DOMENE,332588995
4279,SYNDEX,3 PLACE AUX HERBES 38000 GRENOBLE,719805772
4280,SYNDEX,IMPASSE SESTIER 8 RUE AMPERE 38000 GRENOBLE,719805772
4281,SYNDEX,IMPASSE SESTIER 8 RUE AMPERE 38000 GRENOBLE,719805772
4282,SYNDEX,196 C RUE DU ROCHER DE LORZIER 38430 MOIRANS,719805772
4283,MUTUELLE UNEO,QUARTIER DE L ALMA - BAT 1 RUE CORNELIE GEMOND 38000 GRENOBLE,503380081
4284,GANT FRANCE,4 PLACE DOCTEUR LEON MARTIN 38000 GRENOBLE,503813677
4285,HMC,RESIDENCE HORIZONS D HUEZ HAM DE L ECLOSE 38750 HUEZ,076820521
4286,HMC,RESID LE CHRISTIANA ALPES HUEZ 38750 HUEZ,076820521
4287,HMC,RESID LES HORIZONS ALPE FONTAINE DU CORBEAU GRANGE 38750 HUEZ,076820521
4288,HMC,QUARTIER DES BERGERS 38750 HUEZ,076820521
4289,HMC,ROUTE DE FOND MORELLE DERNIER RIF BRIANT 38750 HUEZ,076820521
4290,FEDERAT NATION GROUP RETRAITE PREVOYANCE (FNGRP),122 ROUTE DE CHARTREUSE 38700 CORENC,305303117
4291,ADERANS FRANCE,1 RUE MONTORGE 38000 GRENOBLE,318846409
4292,BOSCHAT LAVEIX,111 RUE DE LA LIBERTE 38180 SEYSSINS,820437077
4293,LINKLUSION,9 AVENUE PAUL VERLAINE 38100 GRENOBLE,823712294
4294,EURIAL,18 COURS DE LA LIBERATION 38470 VINAY,353543358
4295,GROUPEMENT DES EDUCATEURS SANS FRONTIERES (GREF),C/O LIGUE DE L'ENSEIGNEMENT 33 RUE JOSEPH CHANRION 38000 GRENOBLE,398948638
4296,MDB 3,LD MAS GARNIT 12160 BOUSSAC,513189548
4297,COURS GALIEN,18 RUE AIMON DE CHISSE 38000 GRENOBLE,513216705
4298,COURS GALIEN,9 RUE DU PRE CORNU 38610 GIERES,513216705
4299,CAN (CAN),RUE FRANZ LISZT 38400 SAINT-MARTIN-D'HERES,327878393
4300,CAN (CAN),HAM CHERLIEU 38380 SAINT-PIERRE-DE-CHARTREUSE,327878393
4301,MUTUELLE AUTONOME GENERALE EDUCATION (MAGE),15 RUE SAINT JOSEPH 38000 GRENOBLE,343030037
4302,ASTEK FRANCE,1 PLACE DU VERSEAU 38130 ECHIROLLES,439752817
4303,STEM PROPRETE,3 RUE DE L’EUROPE 38640 CLAIX,398372615
4304,EY & ASSOCIES,POLYTEC - BAT. TRAMONTANE-MINIPARC 60 RUE DES BERGES 38000 GRENOBLE,817723687
4305,EY & ASSOCIES,CS 70022 155 COURS BERRIAT 38000 GRENOBLE,817723687
4306,INSTITUT NATIONAL DE FORMATION ET D'APPLICATION DU CENTRE DE CULTURE OUVRIERE - INFA (INFA),CHATEAU DE LA BRUNERIE 180 BOULEVARD DE CHARAVINES 38500 VOIRON,785740291
4307,ARMONIA,1 RUE DES MERIDIENS 38130 ECHIROLLES,823925375
4308,TC CONCEPT,1 RUE DU PRE BLANCHET 38400 SAINT-MARTIN-D'HERES,799283254
4309,SODI EST,46 RUE DU PRE RUFFIER 38400 SAINT-MARTIN-D'HERES,793408006
4310,VIDELIO (IEC AUDIO VIDEO PRO),89 B RUE GENERAL MANGIN 38100 GRENOBLE,350093704
4311,VIDELIO (IEC AUDIO VIDEO PRO),BUROCLUB 2 AVENUE DE VIGNATE 38610 GIERES,350093704
4312,FLASH TAXICOLIS (EASY2GO E2G),11 RUE DE MAYENCIN 38610 GIERES,331901397
4313,FLASH TAXICOLIS (EASY2GO E2G),2 IMP HENRI BARBUSSE 38120 SAINT-EGREVE,331901397
4314,SOCOMEC,ZAC DES BEALIERES 21 AVENUE DU GRANIER 38240 MEYLAN,548500149
4315,SOCOMEC,17 AVENUE DU GRANIER 38240 MEYLAN,548500149
4316,COMPETENCES COMMERCE ET INTERNATIONAL (IDRAC BS-SUP'DE COM-ICL-IET- ILERI-ESAIL-3A-IHEDREA),PARC SUD GALAXIE 1 RUE DES MERIDIENS 38130 ECHIROLLES,420720567
4317,COMPETENCES COMMERCE ET INTERNATIONAL (IDRAC BS-SUP'DE COM-ICL-IET- ILERI-ESAIL-3A-IHEDREA),3 RUE DE LA CONDAMINE 38610 GIERES,420720567
4318,COMPETENCES COMMERCE ET INTERNATIONAL (IDRAC BS-SUP'DE COM-ICL-IET- ILERI-ESAIL-3A-IHEDREA),11 RUE DU TOUR DE L’EAU 38400 SAINT-MARTIN-D'HERES,420720567
4319,PROMAN 083 (PROMAN),118 COURS JEAN JAURES 38000 GRENOBLE,530290337
4320,PROMAN 083 (PROMAN),52 BOULEVARD MARECHAL FOCH 38000 GRENOBLE,530290337
4321,PROMAN 083 (PROMAN),5 AVENUE VICTOR HUGO 38130 ECHIROLLES,530290337
4322,CEGID,30 CHEMIN DU VIEUX CHENE 38240 MEYLAN,410218010
4323,ASSOCIATION MA CHANCE MOI AUSSI,15 ALL DU LIMOUSIN 38130 ECHIROLLES,808504096
4324,ASSOCIATION MA CHANCE MOI AUSSI,8 PLACE DE LA CONVENTION 38130 ECHIROLLES,808504096
4325,UNION FEMININE CIVIQUE SOCIALE (UFCS),MAISON DES ASSOCIATIONS 6 RUE BERTHE DE BOISSIEUX 38000 GRENOBLE,784228207
4326,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),9 CHEMIN DUHAMEL 38700 LA TRONCHE,263800732
4327,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),22 RUE MANSART 38100 GRENOBLE,263800732
4328,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),9 CHEMIN DUHAMEL 38700 LA TRONCHE,263800732
4329,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),9 CHEMIN DUHAMEL 38700 LA TRONCHE,263800732
4330,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),RUE CARDINAL LE CAMUS 38100 GRENOBLE,263800732
4331,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),10 RUE CARDINAL LE CAMUS 38100 GRENOBLE,263800732
4332,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),9 CHEMIN DUHAMEL 38700 LA TRONCHE,263800732
4333,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),9 CHEMIN DUHAMEL 38700 LA TRONCHE,263800732
4334,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),20 RUE FERNAND PELLOUTIER 38130 ECHIROLLES,263800732
4335,ETABLISSEMENT PUBLIC DEPARTEMENTAL LE CHARMEYRAN (EPD),20 RUE FERNAND PELLOUTIER 38130 ECHIROLLES,263800732
4336,COGEDIM GESTION,3 RUE JEAN JAURES 38610 GIERES,380375097
4337,COGEDIM GESTION,56 BOULEVARD GAMBETTA 38000 GRENOBLE,380375097
4338,RANDSTAD DIGITAL FRANCE,BURO CLUB 29 BOULEVARD DES ALPES 38240 MEYLAN,352905707
4339,RANDSTAD DIGITAL FRANCE,50 CHEMIN DE L’ETOILE 38330 MONTBONNOT-SAINT-MARTIN,352905707
4340,BATT & ASSOCIES,WORLD TRADE CENTER GRENOBLE 5 PLACE ROBERT SCHUMAN 38000 GRENOBLE,328045711
4341,BATT & ASSOCIES,2 AVENUE DE VIGNATE 38610 GIERES,328045711
4342,BATT & ASSOCIES,TELESPACE VERCORS 118 CHEMIN DES BREUX 38250 VILLARD-DE-LANS,328045711
4343,FIDUCIAL ACCUEIL ET SERVICES (FIDOUTSOURCING - FOP),12 AVENUE PIERRE DE COUBERTIN 38170 SEYSSINET-PARISET,753747385
4344,SUEZ RV CENTRE EST VALORISATION,CD N 3 ZAC L ILE GABOURD 38340 VOREPPE,410252647
4345,NGE FONDATIONS,6 RUE DE LA METALLURGIE 38420 DOMENE,348099987
4346,BABY MONTESSORI,31 AVENUE DU 8 MAI 1945 38500 VOIRON,803884006
4347,DOCKS ELECTRIQUES RHONE DURANCE (DERD),ZA DES RUIRES 9 RUE EVARISTE GALOIS 38320 EYBENS,572621803
4348,RHODIA OPERATIONS,BP 17 RUE LAVOISIER 38800 LE PONT-DE-CLAIX,622037083
4349,HEWLETT-PACKARD FRANCE,5 RUE DU MARECHAL LECLERC 38130 ECHIROLLES,652031857
4350,HEWLETT-PACKARD FRANCE,ZIRST MEYLAN 31 CHEMIN DU VIEUX CHENE 38240 MEYLAN,652031857
4351,HEWLETT-PACKARD FRANCE,CENTRE D'AFFAIRES 24 RUE LAMARTINE 38320 EYBENS,652031857
4352,HEWLETT-PACKARD FRANCE,5 AVENUE RAYMOND CHANAS 38320 EYBENS,652031857
4353,LA PYRENEENNE,70 AVENUE DES MARTYRS 38000 GRENOBLE,402202386
4354,AFD39,BARRET REC 2 L HERMITAGE 97429 PETITE ILE,888152584
4355,SAS PHIGENOR (HEURE ET MONTRES),ESPACE COMMERCIAL NEYRPIC 12 RUE MARCEAU LEYSSIEUX 38400 SAINT-MARTIN-D'HERES,423239086
4356,GRENKE LOCATION,445 RUE LAVOISIER 38330 MONTBONNOT-SAINT-MARTIN,428616734
4357,GRENKE LOCATION,864 CHEMIN DES FONTAINES 38190 BERNIN,428616734
4358,GRENKE LOCATION,22 CHEMIN DU VIEUX CHENE 38240 MEYLAN,428616734
4359,THALES SERVICES NUMERIQUES SAS,29 CHEMIN DU VIEUX CHENE 38240 MEYLAN,428677124
4360,THALES SERVICES NUMERIQUES SAS,INNOVALLEE 110 RUE BLAISE PASCAL 38330 MONTBONNOT-SAINT-MARTIN,428677124
4361,DELOITTE & ASSOCIES (DELOITTE),1 B BOULEVARD DE LA CHANTOURNE 38700 LA TRONCHE,572028041
4362,FONCIA AGDA,69 COURS JEAN JAURES 38000 GRENOBLE,393369863
4363,FONCIA AGDA,7 RUE GRANDE 38500 VOIRON,393369863
4364,FONCIA AGDA,RESIDENCE LA DAUPHINOISE PLACE JEAN MOULIN 38750 HUEZ,393369863
4365,FONCIA AGDA,18 AVENUE DE LA GRANDE CHARTREUSE 38380 SAINT-LAURENT-DU-PONT,393369863
4366,FONCIA AGDA,11 PLACE DE VERDUN 38320 EYBENS,393369863
4367,FONCIA AGDA,7 RUE DU MAIL 38500 VOIRON,393369863
4368,FONCIA AGDA,12 RUE THIERS 38000 GRENOBLE,393369863
4369,FONCIA AGDA,2 RUE BERANGER 38000 GRENOBLE,393369863
4370,FONCIA AGDA,6 C AVENUE DU GRANIER 38240 MEYLAN,393369863
4371,FONCIA AGDA,1 PLACE HUBERT DUBEDOUT 38000 GRENOBLE,393369863
4372,A.E.D.EXPERTISES (AED GROUPE),4 RUE LEON BERIDOT 38500 VOIRON,500778030
4373,SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL AUVERGNE RHONE ALPES (SAFER AUVERGNE RHONE-ALPES) (SAFER AUVERGNES-RHON),11 RUE EMILE ZOLA 38100 GRENOBLE,062500368
4374,SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL AUVERGNE RHONE ALPES (SAFER AUVERGNE RHONE-ALPES) (SAFER AUVERGNES-RHON),5 RUE DE LA VERRERIE 38120 FONTANIL-CORNILLON,062500368
4375,SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL AUVERGNE RHONE ALPES (SAFER AUVERGNE RHONE-ALPES) (SAFER AUVERGNES-RHON),44 AVENUE MARCELIN BERTHELOT 38100 GRENOBLE,062500368
4376,REGION DE GENDARMERIE D'AUVERGNE-RHONE-ALPES,QUARTIER GENDARME OFFNER 21 AVENUE LEON BLUM 38100 GRENOBLE,157000340
4377,SOCIETE D'EXPLOITATION PROVENCIA,ZAC LE VERNAY ROUTE DE SAINT-QUENTIN 38210 TULLINS,326521002
4378,SOCIETE D'EXPLOITATION PROVENCIA,RN 75 LD MONTEUIL 38430 SAINT-JEAN-DE-MOIRANS,326521002
4379,BK SE,51 CHEMIN DE LA CARRONNERIE 38240 MEYLAN,819958463
